Time [msec],x [m],y [m],z [m],Red,Green,Blue
124750,-273.8307,-107.5628,29.5059,255,255,255
125000,-273.2298,-109.951,29.5335,255,255,255
125250,-272.6243,-112.2736,29.5604,255,255,255
125500,-272.0158,-114.5301,29.5865,255,255,255
125750,-271.4062,-116.7203,29.6119,255,255,255
126000,-270.7972,-118.8435,29.6365,255,255,255
126250,-270.1906,-120.8995,29.6603,255,255,255
126500,-269.5881,-122.8878,29.6834,255,255,255
126750,-268.9915,-124.808,29.7057,255,255,255
127000,-268.4025,-126.6596,29.7272,255,255,255
127250,-267.8229,-128.4422,29.7479,255,255,255
127500,-267.2545,-130.1554,29.7678,255,255,255
127750,-266.6989,-131.7988,29.7869,255,255,255
128000,-266.158,-133.3727,29.8051,255,255,255
128250,-265.6328,-134.8783,29.8226,255,255,255
128500,-265.1242,-136.3151,29.8393,255,255,255
128750,-264.6331,-137.6827,29.8552,255,255,255
129000,-264.1605,-138.9808,29.8704,255,255,255
129250,-263.7072,-140.2088,29.8847,255,255,255
129500,-263.274,-141.3664,29.8983,255,255,255
129750,-262.862,-142.4532,29.911,255,255,255
130000,-262.4719,-143.4688,29.9229,255,255,255
130250,-262.1047,-144.4127,29.934,255,255,255
130500,-261.7613,-145.2845,29.9442,255,255,255
130750,-261.4426,-146.0838,29.9536,255,255,255
131000,-261.1494,-146.8102,29.9622,255,255,255
131250,-260.8826,-147.4632,29.9699,255,255,255
131500,-260.6433,-148.0426,29.9768,255,255,255
131750,-260.4321,-148.5477,29.9828,255,255,255
132000,-260.2501,-148.9783,29.9879,255,255,255
132250,-260.0982,-149.3339,29.9921,255,255,255
132500,-259.9771,-149.614,29.9954,255,255,255
132750,-259.8879,-149.8184,29.9978,255,255,255
133000,-259.8314,-149.9465,29.9994,255,255,255
133250,-259.8085,-149.9979,30,255,255,255
133500,-259.808,-149.999,30,255,255,255
133750,-259.808,-149.999,30,255,255,255
134000,-259.808,-149.999,30,255,255,255
134250,-259.808,-149.9991,30,255,255,255
134500,-259.808,-149.9991,30,255,255,255
134750,-259.808,-149.9991,30,255,255,255
135000,-259.808,-149.9991,30,255,255,255
135250,-259.808,-149.9991,30,255,255,255
135500,-259.808,-149.9991,30,255,255,255
135750,-259.808,-149.9991,30,255,255,255
136000,-259.808,-149.9992,30,255,255,255
136250,-259.808,-149.9992,30,255,255,255
136500,-259.808,-149.9992,30,255,255,255
136750,-259.808,-149.9992,30,255,255,255
137000,-259.808,-149.9992,30,255,255,255
137250,-259.808,-149.9992,30,255,255,255
137500,-259.808,-149.9993,30,255,255,255
137750,-259.808,-149.9993,30,255,255,255
138000,-259.808,-149.9993,30,255,255,255
138250,-259.808,-149.9993,30,255,255,255
138500,-259.808,-149.9993,30,255,255,255
138750,-259.808,-149.9993,30,255,255,255
139000,-259.808,-149.9993,30,255,255,255
139250,-259.808,-149.9994,30,255,255,255
139500,-259.808,-149.9994,30,255,255,255
139750,-259.808,-149.9994,30,255,255,255
140000,-259.808,-149.9994,30,255,255,255
140250,-259.808,-149.9994,30,255,255,255
140500,-259.808,-149.9994,30,255,255,255
140750,-259.808,-149.9995,30,255,255,255
141000,-259.808,-149.9995,30,255,255,255
141250,-259.808,-149.9995,30,255,255,255
141500,-259.808,-149.9995,30,255,255,255
141750,-259.808,-149.9995,30,255,255,255
142000,-259.808,-149.9995,30,255,255,255
